Ordine e disciplina,Codice Ateco 2007,Descrizione,,,,,
2255,58.14,Edizione di riviste e periodici,,,,,
2256,58.14.0,Edizione di riviste e periodici,,,,,
2257,58.14.00,Edizione di riviste e periodici,,,,,
2258,58.19,Altre attività editoriali,,,,,
2259,58.19.0,Altre attività editoriali,,,,,
2260,58.19.00,Altre attività editoriali,,,,,
2261,58.2,EDIZIONE DI SOFTWARE,,,,,
2262,58.21,Edizione di giochi per computer,,,,,
2263,58.21.0,Edizione di giochi per computer,,,,,
2264,58.21.00,Edizione di giochi per computer,,,,,
2265,58.29,Edizione di altri software,,,,,
2266,58.29.0,Edizione di altri software a pacchetto (esclusi giochi per computer),,,,,
2267,58.29.00,Edizione di altri software a pacchetto (esclusi giochi per computer),,,,,
2268,59,"ATTIVITÀ DI PRODUZIONE CINEMATOGRAFICA, DI VIDEO E DI PROGRAMMI TELEVISIVI, DI REGISTRAZIONI MUSICALI E SONORE",,,,,
2269,59.1,"ATTIVITÀ DI PRODUZIONE, POST-PRODUZIONE E DISTRIBUZIONE CINEMATOGRAFICA, DI VIDEO E DI PROGRAMMI TELEVISIVI",,,,,
2270,59.11,"Attività di produzione cinematografica, di video e di programmi televisivi",,,,,
2271,59.11.0,"Attività di produzione cinematografica, di video e di programmi televisivi",,,,,
2272,59.11.00,"Attività di produzione cinematografica, di video e di programmi televisivi",,,,,
2273,59.12,"Attività di post-produzione cinematografica, di video e di programmi televisivi",,,,,
2274,59.12.0,"Attività di post-produzione cinematografica, di video e di programmi televisivi",,,,,
2275,59.12.00,"Attività di post-produzione cinematografica, di video e di programmi televisivi",,,,,
2276,59.13,"Attività di distribuzione cinematografica, di video e di programmi televisivi",,,,,
2277,59.13.0,"Attività di distribuzione cinematografica, di video e di programmi televisivi",,,,,
2278,59.13.00,"Attività di distribuzione cinematografica, di video e di programmi televisivi",,,,,
2279,59.14,Attività di proiezione cinematografica,,,,,
2280,59.14.0,Attività di proiezione cinematografica,,,,,
2281,59.14.00,Attività di proiezione cinematografica,,,,,
2282,59.2,ATTIVITÀ DI REGISTRAZIONE SONORA E DI EDITORIA MUSICALE,,,,,
2283,59.20,Attività di registrazione sonora e di editoria musicale,,,,,
2284,59.20.1,Edizione di registrazioni sonore,,,,,
2285,59.20.10,Edizione di registrazioni sonore,,,,,
2286,59.20.2,Edizione di musica stampata,,,,,
2287,59.20.20,Edizione di musica stampata,,,,,
2288,59.20.3,Studi di registrazione sonora,,,,,
2289,59.20.30,Studi di registrazione sonora,,,,,
2290,60,ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONE,,,,,
2291,60.1,TRASMISSIONI RADIOFONICHE,,,,,
2292,60.10,Trasmissioni radiofoniche,,,,,
2293,60.10.0,Trasmissioni radiofoniche,,,,,
2294,60.10.00,Trasmissioni radiofoniche,,,,,
2295,60.2,ATTIVITÀ DI PROGRAMMAZIONE E TRASMISSIONI TELEVISIVE,,,,,
2296,60.20,Attività di programmazione e trasmissioni televisive,,,,,
2297,60.20.0,Programmazione e trasmissioni televisive,,,,,
2298,60.20.00,Programmazione e trasmissioni televisive,,,,,
2299,61,TELECOMUNICAZIONI,,,,,
2300,61.1,TELECOMUNICAZIONI FISSE,,,,,
2301,61.10,Telecomunicazioni fisse,,,,,
2302,61.10.0,Telecomunicazioni fisse,,,,,
2303,61.10.00,Telecomunicazioni fisse,,,,,
2304,61.2,TELECOMUNICAZIONI MOBILI,,,,,
2305,61.20,Telecomunicazioni mobili,,,,,
2306,61.20.0,Telecomunicazioni mobili,,,,,
2307,61.20.00,Telecomunicazioni mobili,,,,,
2308,61.3,TELECOMUNICAZIONI SATELLITARI,,,,,
2309,61.30,Telecomunicazioni satellitari,,,,,
2310,61.30.0,Telecomunicazioni satellitari,,,,,
2311,61.30.00,Telecomunicazioni satellitari,,,,,
2312,61.9,ALTRE ATTIVITÀ DI TELECOMUNICAZIONE,,,,,
2313,61.90,Altre attività di telecomunicazione,,,,,
2314,61.90.1,Erogazione di servizi di accesso ad internet (ISP),,,,,
2315,61.90.10,Erogazione di servizi di accesso ad internet (ISP),,,,,
2316,61.90.2,Posto telefonico pubblico ed Internet Point,,,,,
2317,61.90.20,Posto telefonico pubblico ed Internet Point,,,,,
2318,61.90.9,Altre attività connesse alle telecomunicazioni,,,,,
2319,61.90.91,Intermediazione in servizi di telecomunicazione e trasmissione dati,,,,,
2320,61.90.99,Altre attività connesse alle telecomunicazioni nca,,,,,
2321,62,"PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITÀ CONNESSE",,,,,
2322,62.0,"PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITÀ CONNESSE",,,,,
2323,62.01,Produzione di software non connesso all'edizione,,,,,
2324,62.01.0,Produzione di software non connesso all'edizione,,,,,
2325,62.01.00,Produzione di software non connesso all'edizione,,,,,
2326,62.02,Consulenza nel settore delle tecnologie dell'informatica,,,,,
2327,62.02.0,Consulenza nel settore delle tecnologie dell'informatica,,,,,
2328,62.02.00,Consulenza nel settore delle tecnologie dell'informatica,,,,,
2329,62.03,Gestione di strutture informatizzate,,,,,
2330,62.03.0,Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione),,,,,
2331,62.03.00,Gestione di strutture e apparecchiature informatiche hardware - housing (esclusa la riparazione),,,,,
2332,62.09,Altre attività dei servizi connessi alle tecnologie dell'informatica,,,,,
2333,62.09.0,Altre attività dei servizi connessi alle tecnologie dell'informatica,,,,,
2334,62.09.01,Configurazione di personal computer,,,,,
2335,62.09.09,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,,,,,
2336,63,ATTIVITÀ DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMATICI,,,,,
2337,63.1,"ELABORAZIONE DEI DATI, HOSTING E ATTIVITÀ CONNESSE; PORTALI WEB",,,,,
2338,63.11,"Elaborazione dei dati, hosting e attività connesse",,,,,
2339,63.11.1,Elaborazione dati,,,,,
2340,63.11.11,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf),,,,,
2341,63.11.19,Altre elaborazioni elettroniche di dati,,,,,
2342,63.11.2,Gestione database (attività delle banche dati),,,,,
2343,63.11.20,Gestione database (attività delle banche dati),,,,,
2344,63.11.3,Hosting e fornitura di servizi applicativi (ASP),,,,,
2345,63.11.30,Hosting e fornitura di servizi applicativi (ASP),,,,,
2346,63.12,Portali web,,,,,
2347,63.12.0,Portali web,,,,,
2348,63.12.00,Portali web,,,,,
2349,63.9,ALTRE ATTIVITÀ DEI SERVIZI D'INFORMAZIONE,,,,,
2350,63.91,Attività delle agenzie di stampa,,,,,
2351,63.91.0,Attività delle agenzie di stampa,,,,,
2352,63.91.00,Attività delle agenzie di stampa,,,,,
2353,63.99,Altre attività dei servizi di informazione nca,,,,,
2354,63.99.0,Altre attività dei servizi di informazione nca,,,,,
2355,63.99.00,Altre attività dei servizi di informazione nca,,,,,
2356,K,ATTIVITÀ FINANZIARIE E ASSICURATIVE,,,,,
2357,64,ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE),,,,,
2358,64.1,INTERMEDIAZIONE MONETARIA,,,,,
2359,64.11,Attività delle banche centrali,,,,,
2360,64.11.0,Attività della Banca Centrale,,,,,
2361,64.11.00,Attività della Banca Centrale,,,,,
2362,64.19,Altre intermediazioni monetarie,,,,,
2363,64.19.1,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,,,,,
2364,64.19.10,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali,,,,,
2365,64.19.2,Fondi comuni di investimento monetario,,,,,
2366,64.19.20,Fondi comuni di investimento monetario,,,,,
2367,64.19.3,Istituti di moneta elettronica (Imel),,,,,
2368,64.19.30,Istituti di moneta elettronica (Imel),,,,,
2369,64.19.4,Cassa Depositi e Prestiti,,,,,
2370,64.19.40,Cassa Depositi e Prestiti,,,,,
2371,64.2,ATTIVITÀ DELLE SOCIETÀ DI PARTECIPAZIONE (HOLDING),,,,,
2372,64.20,Attività delle società di partecipazione (holding),,,,,
2373,64.20.0,Attività delle società di partecipazione (holding),,,,,
2374,64.20.00,Attività delle società di partecipazione (holding),,,,,
2375,64.3,"SOCIETÀ FIDUCIARIE, FONDI E ALTRE SOCIETÀ SIMILI",,,,,
2376,64.30,"Società fiduciarie, fondi e altre società simili",,,,,
2377,64.30.1,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)",,,,,
2378,64.30.10,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare)",,,,,
2379,64.30.2,Sicav (Società di investimento a capitale variabile),,,,,
2380,64.30.20,Sicav (Società di investimento a capitale variabile),,,,,
2381,64.9,ALTRE ATTIVITÀ DI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE),,,,,
2382,64.91,Leasing finanziario,,,,,
2383,64.91.0,Leasing finanziario,,,,,
2384,64.91.00,Leasing finanziario,,,,,
2385,64.92,Altre attività creditizie,,,,,
2386,64.92.0,Altre attività creditizie,,,,,
2387,64.92.01,Attività dei consorzi di garanzia collettiva fidi,,,,,
2388,64.92.09,Altre attività creditizie nca,,,,,
2389,64.99,Altre attività di servizi finanziari nca (escluse le assicurazioni e i fondi pensione),,,,,
2390,64.99.1,Attività di intermediazione mobiliare,,,,,
2391,64.99.10,Attività di intermediazione mobiliare,,,,,
2392,64.99.2,Attività di factoring,,,,,
2393,64.99.20,Attività di factoring,,,,,
2394,64.99.3,Attività di merchant bank,,,,,
2395,64.99.30,Attività di merchant bank,,,,,
2396,64.99.4,Attività delle società veicolo,,,,,
2397,64.99.40,Attività delle società veicolo,,,,,
2398,64.99.5,Attività di intermediazione in cambi,,,,,
2399,64.99.50,Attività di intermediazione in cambi,,,,,
2400,64.99.6,Altre intermediazioni finanziarie nca,,,,,
2401,64.99.60,Altre intermediazioni finanziarie nca,,,,,
2402,65,"ASSICURAZIONI, RIASSICURAZIONI E FONDI PENSIONE (ESCLUSE LE ASSICURAZIONI SOCIALI OBBLIGATORIE)",,,,,
2403,65.1,ASSICURAZIONI,,,,,
2404,65.11,Assicurazioni sulla vita,,,,,
2405,65.11.0,Assicurazioni sulla vita,,,,,
2406,65.11.00,Assicurazioni sulla vita,,,,,
2407,65.12,Assicurazioni diverse da quelle sulla vita,,,,,
2408,65.12.0,Assicurazioni diverse da quelle sulla vita,,,,,
2409,65.12.00,Assicurazioni diverse da quelle sulla vita,,,,,
2410,65.2,RIASSICURAZIONI,,,,,
2411,65.20,Riassicurazioni,,,,,
2412,65.20.0,Attività di riassicurazione,,,,,
2413,65.20.00,Attività di riassicurazione,,,,,
2414,65.3,FONDI PENSIONE,,,,,
2415,65.30,Fondi pensione ,,,,,
2416,65.30.1,Attività dei fondi pensione aperti,,,,,
2417,65.30.10,Attività dei fondi pensione aperti,,,,,
2418,65.30.2,Attività dei fondi pensione negoziali,,,,,
2419,65.30.20,Attività dei fondi pensione negoziali,,,,,
2420,65.30.3,Attività dei fondi pensione preesistenti,,,,,
2421,65.30.30,Attività dei fondi pensione preesistenti,,,,,
2422,66,ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI E DELLE ATTIVITÀ ASSICURATIVE,,,,,
2423,66.1,ATTIVITÀ AUSILIARIE DEI SERVIZI FINANZIARI (ESCLUSE LE ASSICURAZIONI E I FONDI PENSIONE),,,,,
2424,66.11,Amministrazione di mercati finanziari,,,,,
2425,66.11.0,Amministrazione di mercati finanziari,,,,,
2426,66.11.00,Amministrazione di mercati finanziari,,,,,
2427,66.12,Attività di negoziazione di contratti relativi a titoli e merci,,,,,
2428,66.12.0,Attività di negoziazione di contratti relativi a titoli e merci,,,,,
2429,66.12.00,Attività di negoziazione di contratti relativi a titoli e merci,,,,,
2430,66.19,Altre attività ausiliarie dei servizi finanziari (escluse le assicurazioni e i fondi pensione),,,,,
2431,66.19.1,Attività di gestione ed elaborazione di pagamenti tramite carta di credito,,,,,
2432,66.19.10,Attività di gestione ed elaborazione di pagamenti tramite carta di credito,,,,,
2433,66.19.2,Attività di promotori e mediatori finanziari,,,,,
2434,66.19.21,Promotori finanziari,,,,,
2435,66.19.22,"Agenti, mediatori e procacciatori in prodotti finanziari",,,,,
2436,66.19.3,Attività delle società fiduciarie di amministrazione,,,,,
2437,66.19.30,Attività delle società fiduciarie di amministrazione,,,,,
2438,66.19.4,Attività di Bancoposta,,,,,
2439,66.19.40,Attività di Bancoposta,,,,,
2440,66.19.5,Servizi di trasferimento di denaro (money transfer),,,,,
2441,66.19.50,Servizi di trasferimento di denaro (money transfer),,,,,
2442,66.2,ATTIVITÀ AUSILIARIE DELLE ASSICURAZIONI E DEI FONDI PENSIONE,,,,,
2443,66.21,Valutazione dei rischi e dei danni,,,,,
2444,66.21.0,Attività dei periti e liquidatori indipendenti delle assicurazioni,,,,,
2445,66.21.00,Attività dei periti e liquidatori indipendenti delle assicurazioni,,,,,
2446,66.22,Attività di agenti e mediatori di assicurazioni,,,,,
2447,66.22.0,Attività degli agenti e broker delle assicurazioni,,,,,
2448,66.22.01,Broker di assicurazioni,,,,,
2449,66.22.02,Agenti di assicurazioni,,,,,
2450,66.22.03,Sub-agenti di assicurazioni,,,,,
2451,66.22.04,"Produttori, procacciatori ed altri intermediari delle assicurazioni",,,,,
2452,66.29,Altre attività ausiliarie delle assicurazioni e dei fondi pensione,,,,,
2453,66.29.0,Altre attività ausiliarie delle assicurazioni e dei fondi pensione,,,,,
2454,66.29.01,Autorità centrali di vigilanza su assicurazioni e fondi pensione,,,,,
2455,66.29.09,Altre attività ausiliarie delle assicurazioni e dei fondi pensione nca,,,,,
2456,66.3,ATTIVITÀ DI GESTIONE DEI FONDI,,,,,
2457,66.30,Attività di gestione dei fondi,,,,,
2458,66.30.0,Gestione di fondi comuni di investimento e dei fondi pensione,,,,,
2459,66.30.00,Gestione di fondi comuni di investimento e dei fondi pensione,,,,,
2460,L,ATTIVITA' IMMOBILIARI,,,,,
2461,68,ATTIVITÀ IMMOBILIARI,,,,,
2462,68.1,COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI,,,,,
2463,68.10,Compravendita di beni immobili effettuata su beni propri,,,,,
2464,68.10.0,Compravendita di beni immobili effettuata su beni propri,,,,,
2465,68.10.00,Compravendita di beni immobili effettuata su beni propri,,,,,
2466,68.2,AFFITTO E GESTIONE DI IMMOBILI DI PROPRIETÀ O IN LEASING ,,,,,
2467,68.20,Affitto e gestione di immobili di proprietà o in leasing,,,,,
2468,68.20.0,Affitto e gestione di immobili di proprietà o in leasing,,,,,
2469,68.20.01,Locazione immobiliare di beni propri o in leasing (affitto),,,,,
2470,68.20.02,Affitto di aziende,,,,,
2471,68.3,ATTIVITÀ IMMOBILIARI PER CONTO TERZI,,,,,
2472,68.31,Attività di mediazione immobiliare,,,,,
2473,68.31.0,Attività di mediazione immobiliare,,,,,
2474,68.31.00,Attività di mediazione immobiliare,,,,,
2475,68.32,Gestione di immobili per conto terzi,,,,,
2476,68.32.0,Amministrazione di condomini e gestione di beni immobili per conto terzi,,,,,
2477,68.32.00,Amministrazione di condomini e gestione di beni immobili per conto terzi,,,,,
2478,M,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",,,,,
2479,69,ATTIVITÀ LEGALI E CONTABILITÀ,,,,,
2480,69.1,ATTIVITÀ DEGLI STUDI LEGALI,,,,,
2481,69.10,Attività degli studi legali e notarili,,,,,
2482,69.10.1,Attività degli studi legali,,,,,
2483,69.10.10,Attività degli studi legali,,,,,
2484,69.10.2,Attività degli studi notarili,,,,,
2485,69.10.20,Attività degli studi notarili,,,,,
2486,69.2,"CONTABILITÀ, CONTROLLO E REVISIONE CONTABILE, CONSULENZA IN MATERIA FISCALE E DEL LAVORO",,,,,
2487,69.20,"Contabilità, controllo e revisione contabile, consulenza in materia fiscale e del lavoro",,,,,
2488,69.20.1,"Attività degli studi commerciali, tributari e revisione contabile",,,,,
2489,69.20.11,Servizi forniti da dottori commercialisti,,,,,
2490,69.20.12,Servizi forniti da ragionieri e periti commerciali,,,,,
2491,69.20.13,"Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività in materia di amministrazione, contabilità e tributi",,,,,
2492,69.20.14,Attività svolta dai Centri di assistenza fiscale (Caf),,,,,
2493,69.20.15,Gestione ed amministrazione del personale per conto terzi,,,,,
2494,69.20.2,Attività delle società di revisione e certificazione di bilanci,,,,,
2495,69.20.20,Attività delle società di revisione e certificazione di bilanci,,,,,
2496,69.20.3,Attività dei consulenti del lavoro,,,,,
2497,69.20.30,Attività dei consulenti del lavoro,,,,,
2498,70,ATTIVITÀ DI DIREZIONE AZIENDALE E DI CONSULENZA GESTIONALE ,,,,,
2499,70.1,ATTIVITÀ DI DIREZIONE AZIENDALE,,,,,
2500,70.10,Attività delle holding impegnate nelle attività gestionali (holding operative),,,,,
2501,70.10.0,Attività delle holding impegnate nelle attività gestionali (holding operative),,,,,
2502,70.10.00,Attività delle holding impegnate nelle attività gestionali (holding operative),,,,,
2503,70.2,ATTIVITÀ DI CONSULENZA GESTIONALE,,,,,
2504,70.21,Pubbliche relazioni e comunicazione,,,,,
2505,70.21.0,Pubbliche relazioni e comunicazione,,,,,
2506,70.21.00,Pubbliche relazioni e comunicazione,,,,,
2507,70.22,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale,,,,,
2508,70.22.0,Consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale,,,,,
2509,70.22.01,Attività di consulenza per la gestione della logistica aziendale,,,,,
2510,70.22.09,Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianificazione aziendale,,,,,
2511,71,ATTIVITÀ DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA, COLLAUDI ED ANALISI TECNICHE,,,,
2512,71.1,"ATTIVITÀ DEGLI STUDI DI ARCHITETTURA, INGEGNERIA ED ALTRI STUDI TECNICI",,,,,
2513,71.11,Attività degli studi di architettura,,,,,
2514,71.11.0,Attività degli studi di architettura,,,,,
2515,71.11.00,Attività degli studi di architettura,,,,,
2516,71.12,Attività degli studi d'ingegneria ed altri studi tecnici,,,,,
2517,71.12.1,Attività degli studi di ingegneria,,,,,
2518,71.12.10,Attività degli studi di ingegneria,,,,,
2519,71.12.2,Servizi di progettazione di ingegneria integrata,,,,,
2520,71.12.20,Servizi di progettazione di ingegneria integrata,,,,,
2521,71.12.3,Attività tecniche svolte da geometri,,,,,
2522,71.12.30,Attività tecniche svolte da geometri,,,,,
2523,71.12.4,Attività di cartografia e aerofotogrammetria,,,,,
2524,71.12.40,Attività di cartografia e aerofotogrammetria,,,,,
2525,71.12.5,Attività di studio geologico e di prospezione geognostica e mineraria,,,,,
2526,71.12.50,Attività di studio geologico e di prospezione geognostica e mineraria,,,,,
2527,71.2,COLLAUDI ED ANALISI TECNICHE,,,,,
2528,71.20,Collaudi ed analisi tecniche,,,,,
2529,71.20.1,Collaudi ed analisi tecniche di prodotti,,,,,
2530,71.20.10,Collaudi e analisi tecniche di prodotti,,,,,
2531,71.20.2,"Controllo di qualità e certificazione di prodotti, processi e sistemi",,,,,
2532,71.20.21,"Controllo di qualità e certificazione di prodotti, processi e sistemi",,,,,
2533,71.20.22,Attività per la tutela di beni di produzione controllata,,,,,
2534,72,RICERCA SCIENTIFICA E SVILUPPO,,,,,
2535,72.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA,,,,,
2536,72.11,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,,,,,
2537,72.11.0,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,,,,,
2538,72.11.00,Ricerca e sviluppo sperimentale nel campo delle biotecnologie,,,,,
2539,72.19,Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,,,,,
2540,72.19.0,Altre attività di ricerca e sviluppo sperimentale nel campo delle scienze naturali e dell'ingegneria,,,,,
2541,72.19.01,Ricerca e sviluppo sperimentale nel campo della geologia,,,,,
2542,72.19.09,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria,,,,,
2543,72.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE SOCIALI E UMANISTICHE,,,,,
2544,72.20,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,,,,
2545,72.20.0,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,,,,
2546,72.20.00,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche,,,,,
2547,73,PUBBLICITÀ E RICERCHE DI MERCATO,,,,,
2548,73.1,PUBBLICITÀ,,,,,
2549,73.11,Agenzie pubblicitarie,,,,,
2550,73.11.0,Agenzie pubblicitarie,,,,,
2551,73.11.01,Ideazione di campagne pubblicitarie,,,,,
2552,73.11.02,Conduzione di campagne di marketing e altri servizi pubblicitari,,,,,
2553,73.12,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,,,,,
2554,73.12.0,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,,,,,
2555,73.12.00,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari,,,,,
2556,73.2,RICERCHE DI MERCATO E SONDAGGI DI OPINIONE,,,,,
2557,73.20,Ricerche di mercato e sondaggi di opinione,,,,,
2558,73.20.0,Ricerche di mercato e sondaggi di opinione,,,,,
2559,73.20.00,Ricerche di mercato e sondaggi di opinione,,,,,
2560,74,"ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",,,,,
2561,74.1,ATTIVITÀ DI DESIGN SPECIALIZZATE,,,,,
2562,74.10,Attività di design specializzate,,,,,
2563,74.10.1,Attività di design di moda e design industriale,,,,,
2564,74.10.10,Attività di design di moda e design industriale,,,,,
2565,74.10.2,Attività dei disegnatori grafici,,,,,
2566,74.10.21,Attività dei disegnatori grafici di pagine web,,,,,
2567,74.10.29,Altre attività dei disegnatori grafici,,,,,
2568,74.10.3,Attività dei disegnatori tecnici,,,,,
2569,74.10.30,Attività dei disegnatori tecnici,,,,,
2570,74.10.9,Altre attività di design,,,,,
2571,74.10.90,Altre attività di design,,,,,
2572,74.2,ATTIVITÀ FOTOGRAFICHE,,,,,
2573,74.20,Attività fotografiche,,,,,
2574,74.20.1,Attività di riprese fotografiche,,,,,
2575,74.20.11,Attività di fotoreporter,,,,,
2576,74.20.12,Attività di riprese aeree nel campo della fotografia,,,,,
2577,74.20.19,Altre attività di riprese fotografiche,,,,,
2578,74.20.2,Laboratori fotografici per lo sviluppo e la stampa,,,,,
2579,74.20.20,Laboratori fotografici per lo sviluppo e la stampa,,,,,
2580,74.3,TRADUZIONE E INTERPRETARIATO,,,,,
2581,74.30,Traduzione e interpretariato,,,,,
2582,74.30.0,Traduzione e interpretariato,,,,,
2583,74.30.00,Traduzione e interpretariato,,,,,
2584,74.9,"ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE NCA",,,,,
2585,74.90,"Altre attività professionali, scientifiche e tecniche nca",,,,,
2586,74.90.1,Consulenza agraria,,,,,
2587,74.90.11,Consulenza agraria fornita da agronomi,,,,,
2588,74.90.12,Consulenza agraria fornita da agrotecnici e periti agrari,,,,,
2589,74.90.2,Consulenza in materia di sicurezza,,,,,
2590,74.90.21,Consulenza sulla sicurezza ed igiene dei posti di lavoro,,,,,
2591,74.90.29,Altra attività di consulenza in materia di sicurezza,,,,,
2592,74.90.9,"Altre attività di assistenza e consulenza professionale, scientifica e tecnica nca",,,,,
2593,74.90.91,Attività tecniche svolte da periti industriali,,,,,
2594,74.90.92,Attività riguardanti le previsioni meteorologiche,,,,,
2595,74.90.93,Altre attività di consulenza tecnica nca,,,,,
2596,74.90.94,Agenzie ed agenti o procuratori per lo spettacolo e lo sport,,,,,
2597,74.90.99,Altre attività professionali nca,,,,,
2598,75,SERVIZI VETERINARI,,,,,
2599,75.0,SERVIZI VETERINARI,,,,,
2600,75.00,Servizi veterinari,,,,,
2601,75.00.0,Servizi veterinari,,,,,
2602,75.00.00,Servizi veterinari,,,,,
2603,N,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",,,,,
2604,77,ATTIVITÀ DI NOLEGGIO E LEASING OPERATIVO,,,,,
2605,77.1,NOLEGGIO DI AUTOVEICOLI,,,,,
2606,77.11,Noleggio di autovetture ed autoveicoli leggeri,,,,,
2607,77.11.0,Noleggio di autovetture ed autoveicoli leggeri,,,,,
2608,77.11.00,Noleggio di autovetture ed autoveicoli leggeri,,,,,
2609,77.12,Noleggio di autocarri e di altri veicoli pesanti,,,,,
2610,77.12.0,Noleggio di autocarri e di altri veicoli pesanti,,,,,
2611,77.12.00,Noleggio di autocarri e di altri veicoli pesanti,,,,,
2612,77.2,NOLEGGIO DI BENI PER USO PERSONALE E PER LA CASA,,,,,
2613,77.21,Noleggio di attrezzature sportive e ricreative,,,,,
2614,77.21.0,Noleggio di attrezzature sportive e ricreative,,,,,
2615,77.21.01,Noleggio di biciclette,,,,,
2616,77.21.02,Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò),,,,,
2617,77.21.09,Noleggio di altre attrezzature sportive e ricreative,,,,,
2618,77.22,Noleggio di videocassette e dischi,,,,,
2619,77.22.0,"Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame",,,,,
2620,77.22.00,"Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame",,,,,
2621,77.29,Noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative),,,,,
2622,77.29.1,"Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario",,,,,
2623,77.29.10,"Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario",,,,,
2624,77.29.9,Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative),,,,,
2625,77.29.90,Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative),,,,,
2626,77.3,"NOLEGGIO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI",,,,,
2627,77.31,Noleggio di macchine e attrezzature agricole,,,,,
2628,77.31.0,Noleggio di macchine e attrezzature agricole,,,,,
2629,77.31.00,Noleggio di macchine e attrezzature agricole,,,,,
2630,77.32,Noleggio di macchine e attrezzature per lavori edili e di genio civile,,,,,
2631,77.32.0,Noleggio di macchine e attrezzature per lavori edili e di genio civile,,,,,
2632,77.32.00,Noleggio di macchine e attrezzature per lavori edili e di genio civile,,,,,
2633,77.33,Noleggio di macchine e attrezzature per ufficio (inclusi i computer),,,,,
2634,77.33.0,Noleggio di macchine e attrezzature per ufficio (inclusi i computer),,,,,
2635,77.33.00,Noleggio di macchine e attrezzature per ufficio (inclusi i computer),,,,,
2636,77.34,Noleggio di mezzi di trasporto marittimo e fluviale ,,,,,
2637,77.34.0,Noleggio di mezzi di trasporto marittimo e fluviale,,,,,
2638,77.34.00,Noleggio di mezzi di trasporto marittimo e fluviale,,,,,
2639,77.35,Noleggio di mezzi di trasporto aereo,,,,,
2640,77.35.0,Noleggio di mezzi di trasporto aereo,,,,,
2641,77.35.00,Noleggio di mezzi di trasporto aereo,,,,,
2642,77.39,"Noleggio di altre macchine, attrezzature e beni materiali nca",,,,,
2643,77.39.1,Noleggio di altri mezzi di trasporto terrestri,,,,,
2644,77.39.10,Noleggio di altri mezzi di trasporto terrestri,,,,,
2645,77.39.9,Noleggio di altre macchine e attrezzature,,,,,
2646,77.39.91,Noleggio di container adibiti ad alloggi o ad uffici,,,,,
2647,77.39.92,Noleggio di container per diverse modalità di trasporto,,,,,
